Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,80.19999694824219,81.0,78.33000183105469,80.58000183105469,76.71072387695312,31525233
2018-01-03,80.5,81.76000213623047,79.8499984741211,80.9000015258789,77.01536560058594,28461426
2018-01-04,80.79000091552734,83.61000061035156,80.5999984741211,82.98999786376953,79.00499725341797,36057706
2018-01-05,82.7699966430664,83.44999694824219,81.4000015258789,82.68000030517578,78.70988464355469,23195809
2018-01-08,82.58999633789062,83.61000061035156,81.5999984741211,82.19999694824219,78.2529296875,28681834
2018-01-09,82.4000015258789,86.0999984741211,82.36000061035156,86.0999984741211,81.96566772460938,38836460
2018-01-10,86.48999786376953,89.16000366210938,85.01000213623047,88.9000015258789,84.63121795654297,34245866
2018-01-11,88.73999786376953,89.77999877929688,87.33000183105469,87.94999694824219,83.72682189941406,25288643
2018-01-12,87.95999908447266,91.75,87.62000274658203,91.37000274658203,86.98262023925781,32092356
2018-01-15,91.19999694824219,93.18000030517578,90.68000030517578,91.75,87.34436798095703,37964408
2018-01-16,90.61000061035156,92.5,89.87000274658203,90.81999969482422,86.45902252197266,36615522
2018-01-17,90.30000305175781,91.12000274658203,85.6500015258789,86.01000213623047,81.87998962402344,49610896
2018-01-18,86.30999755859375,88.3499984741211,84.30000305175781,86.4000015258789,82.25126647949219,42970090
2018-01-19,86.4000015258789,86.87999725341797,84.30999755859375,85.16999816894531,81.08031463623047,38200365
2018-01-22,85.66999816894531,90.5,85.66999816894531,90.41999816894531,86.07823181152344,44582353
2018-01-23,90.41999816894531,90.80000305175781,88.41000366210938,89.70999908447266,85.40232849121094,38468166
2018-01-24,89.58000183105469,89.58000183105469,86.66000366210938,87.3499984741211,83.1556396484375,34969575
2018-01-25,86.5999984741211,87.08999633789062,84.18000030517578,86.0,81.87046813964844,42112892
2018-01-26,85.5,87.7699966430664,85.12000274658203,86.83999633789062,82.67012786865234,31205375
2018-01-29,86.5999984741211,86.5999984741211,81.69999694824219,82.08000183105469,78.1386947631836,59138327
2018-01-30,81.0999984741211,83.08000183105469,80.12000274658203,81.4000015258789,77.49134826660156,37462177
2018-01-31,81.31999969482422,85.08999633789062,81.31999969482422,84.37999725341797,80.3282470703125,41788143
2018-02-01,83.5999984741211,83.8499984741211,81.18000030517578,82.9800033569336,78.9954833984375,44568953
2018-02-02,82.1500015258789,83.87999725341797,80.7300033569336,82.27999877929688,78.32908630371094,34858228
2018-02-05,79.30999755859375,79.69999694824219,75.16999816894531,77.87000274658203,74.130859375,71330226
2018-02-06,76.0,77.75,74.9000015258789,76.44000244140625,72.76951599121094,54196919
2018-02-07,77.58999633789062,78.0999984741211,70.12000274658203,71.0199966430664,67.60977172851562,70381493
2018-02-08,70.8499984741211,73.87999725341797,70.8499984741211,72.0199966430664,68.56175231933594,54490699
2018-02-09,69.22000122070312,71.4000015258789,66.93000030517578,71.19999694824219,67.7811279296875,58892094
2018-02-12,72.0,75.0,72.0,74.4000015258789,70.82746887207031,44602248
2018-02-13,75.08999633789062,76.94999694824219,75.0,75.0999984741211,71.49386596679688,28384041
2018-02-14,76.0999984741211,76.66000366210938,74.5199966430664,76.5999984741211,72.92183685302734,20804303
2018-02-22,77.80000305175781,80.2300033569336,77.5999984741211,80.0999984741211,76.25376892089844,29097829
2018-02-23,80.01000213623047,80.9800033569336,78.5199966430664,79.63999938964844,75.81585693359375,18911704
2018-02-26,79.23999786376953,79.9000015258789,77.0,78.5199966430664,74.74964141845703,32026964
2018-02-27,78.98999786376953,79.0999984741211,75.9000015258789,76.0999984741211,72.44583892822266,29074902
2018-02-28,74.0,75.77999877929688,73.0,74.27999877929688,70.7132339477539,33010190
2018-03-01,73.80000305175781,75.45999908447266,73.52999877929688,74.31999969482422,70.7513198852539,25464928
2018-03-02,73.80000305175781,74.80000305175781,72.5,73.41999816894531,69.89453125,24660697
2018-03-05,73.80999755859375,74.4800033569336,72.01000213623047,72.08999633789062,68.6283950805664,21115132
2018-03-06,72.76000213623047,73.30999755859375,70.0199966430664,73.23999786376953,69.72317504882812,40694235
2018-03-07,73.23999786376953,75.08000183105469,73.0,73.27999877929688,69.7612533569336,28376080
2018-03-08,73.79000091552734,76.95999908447266,73.30000305175781,76.9000015258789,73.20743560791016,39520411
2018-03-09,77.30000305175781,78.38999938964844,76.18000030517578,77.0999984741211,73.3978271484375,24552854
2018-03-12,77.5999984741211,77.80000305175781,75.45999908447266,76.1500015258789,72.49343872070312,24233436
2018-03-13,76.23999786376953,76.98999786376953,74.5,74.61000061035156,71.02739715576172,23113760
2018-03-14,74.0,75.66999816894531,73.0999984741211,75.55000305175781,71.92225646972656,24022456
2018-03-15,75.68000030517578,78.27999877929688,75.66999816894531,78.0,74.25460815429688,37340376
2018-03-16,78.19999694824219,78.73999786376953,76.81999969482422,76.87000274658203,73.17887115478516,20518937
2018-03-19,76.33999633789062,78.1500015258789,76.0,77.70999908447266,73.97853088378906,21019573
2018-03-20,76.55999755859375,76.94999694824219,74.62999725341797,75.6500015258789,72.01744842529297,23932435
2018-03-21,76.31999969482422,76.58000183105469,74.18000030517578,74.5199966430664,70.94171142578125,24310066
2018-03-22,74.08000183105469,74.61000061035156,72.0,72.12999725341797,68.66647338867188,32849545
2018-03-23,70.0,71.4800033569336,68.80000305175781,71.37000274658203,67.94296264648438,32138345
2018-03-26,70.52999877929688,71.0,69.0999984741211,69.98999786376953,66.62923431396484,27866806
2018-03-27,71.0,71.55000305175781,67.30000305175781,68.47000122070312,65.18222045898438,54114758
2018-03-28,67.0999984741211,68.16000366210938,64.66000366210938,64.73999786376953,61.63132858276367,66248850
2018-03-29,65.5,67.8499984741211,63.880001068115234,67.5,64.25879669189453,52291220
2018-03-30,67.25,67.6500015258789,65.91000366210938,66.36000061035156,63.17354202270508,31431119
2018-04-02,65.9000015258789,67.80999755859375,65.0199966430664,66.43000030517578,63.24017333984375,33105740
2018-04-03,65.9000015258789,67.63999938964844,65.83000183105469,67.12000274658203,63.89704132080078,39623208
2018-04-04,67.4800033569336,70.66000366210938,67.41000366210938,69.9000015258789,66.5435562133789,50076876
2018-04-09,69.88999938964844,70.58999633789062,68.8499984741211,69.75,66.4007568359375,24102141
2018-04-10,69.75,70.37999725341797,69.25,70.37999725341797,67.00050354003906,20743086
2018-04-11,70.76000213623047,71.4000015258789,70.01000213623047,70.30999755859375,66.93386840820312,24083870
2018-04-12,70.29000091552734,70.69999694824219,69.1500015258789,69.19999694824219,65.87716674804688,20716396
2018-04-13,69.88999938964844,70.25,67.52999877929688,67.9800033569336,64.71575927734375,23659999
2018-04-16,67.69999694824219,68.9800033569336,67.01000213623047,67.97000122070312,64.70623016357422,22397760
2018-04-17,68.4000015258789,68.75,66.5999984741211,67.0,63.78280258178711,20055726
2018-04-18,67.5999984741211,67.94000244140625,65.1500015258789,66.33000183105469,63.14497756958008,23950533
2018-04-19,67.30000305175781,70.5,66.41999816894531,70.37000274658203,66.9909896850586,37086767
2018-04-20,70.0,71.3499984741211,68.87999725341797,69.62999725341797,66.2865219116211,30706027
2018-04-23,69.30000305175781,70.5,68.68000030517578,69.69000244140625,66.34364318847656,21469676
2018-04-24,70.0,72.5999984741211,70.0,72.43000030517578,68.95207214355469,36973742
2018-04-25,71.91000366210938,72.6500015258789,71.69999694824219,72.33999633789062,68.86638641357422,17474827
2018-04-26,71.9000015258789,71.91000366210938,68.80000305175781,69.0999984741211,65.78196716308594,28351699
2018-04-27,69.97000122070312,69.97000122070312,66.80000305175781,67.9800033569336,64.71575927734375,23621586
2018-05-02,69.19999694824219,71.25,68.01000213623047,71.22000122070312,67.8001708984375,34830625
2018-05-03,71.29000091552734,73.9800033569336,70.5,73.80000305175781,70.25628662109375,31984117
2018-05-04,73.55000305175781,73.94000244140625,72.80000305175781,72.9000015258789,69.39950561523438,19882975
2018-05-07,73.27999877929688,76.18000030517578,72.9800033569336,76.0,72.35064697265625,34444873
2018-05-08,75.80000305175781,76.8499984741211,75.33000183105469,76.04000091552734,72.38872528076172,28532017
2018-05-09,75.80000305175781,76.37000274658203,74.8499984741211,76.25,72.58863830566406,20926220
2018-05-10,76.37000274658203,78.19000244140625,76.3499984741211,77.9800033569336,74.23558044433594,28304427
2018-05-11,78.55000305175781,79.3499984741211,77.0,77.05999755859375,73.3597412109375,22238963
2018-05-14,77.66000366210938,78.9800033569336,77.30000305175781,78.31999969482422,74.55924987792969,22892925
2018-05-15,78.30999755859375,79.5,77.4800033569336,79.37999725341797,75.56834411621094,23369601
2018-05-16,79.43000030517578,80.11000061035156,78.94999694824219,79.16999816894531,75.3684310913086,26135149
2018-05-17,79.4000015258789,79.63999938964844,76.5999984741211,77.06999969482422,73.36927032470703,26873152
2018-05-18,76.91000366210938,77.9800033569336,75.5,77.58999633789062,73.86429595947266,21657075
2018-05-21,78.63999938964844,78.69999694824219,76.62000274658203,77.18000030517578,73.47398376464844,18679108
2018-05-22,76.9000015258789,78.08000183105469,76.1500015258789,77.6500015258789,73.92141723632812,17287556
2018-05-23,77.5,78.13999938964844,76.33000183105469,76.44000244140625,72.76951599121094,19462606
2018-05-24,76.4000015258789,76.9800033569336,74.0,74.0199966430664,70.4657211303711,28880850
2018-05-25,74.0199966430664,75.66000366210938,74.01000213623047,74.30000305175781,70.7322769165039,24733727
2018-05-28,74.87999725341797,77.44999694824219,74.26000213623047,77.44999694824219,73.73101806640625,34950878
2018-05-29,77.5,79.16000366210938,76.12999725341797,76.33999633789062,72.67431640625,32925326
2018-05-30,75.6500015258789,78.08000183105469,74.0999984741211,76.80000305175781,73.11223602294922,26765570
2018-05-31,77.79000091552734,79.58999633789062,76.8499984741211,78.9800033569336,75.18755340576172,41529427
2018-06-01,78.63999938964844,79.9000015258789,77.73999786376953,78.62000274658203,74.84484100341797,27637920
2018-06-04,78.87999725341797,82.12999725341797,77.9000015258789,81.80000305175781,77.87213897705078,45702140
2018-06-05,82.0,83.7300033569336,80.62000274658203,82.80000305175781,78.82413482666016,39510595
2018-06-06,82.75,83.5999984741211,81.80000305175781,82.11000061035156,78.1672592163086,28119042
2018-06-07,82.4000015258789,82.77999877929688,80.44000244140625,80.8499984741211,76.96775817871094,24022867
2018-06-08,80.33000183105469,81.48999786376953,79.12999725341797,80.38999938964844,76.52984619140625,25687684
