Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,700.0,710.1599731445312,689.8900146484375,703.8499755859375,675.9788818359375,4961248
2018-01-03,701.5,721.4000244140625,699.739990234375,715.8599853515625,687.5133056640625,5201941
2018-01-04,721.4000244140625,743.5,719.3300170898438,737.0700073242188,707.8834838867188,7220508
2018-01-05,741.0,746.030029296875,728.219970703125,738.3599853515625,709.122314453125,3998907
2018-01-08,735.02001953125,756.5,735.02001953125,752.1300048828125,722.34716796875,5220456
2018-01-09,752.2100219726562,783.0,752.2100219726562,782.52001953125,751.5337524414062,6459195
2018-01-10,785.0,788.8800048828125,773.47998046875,785.7100219726562,754.597412109375,4771424
2018-01-11,787.0,788.0,772.0,774.8099975585938,744.1290283203125,5065607
2018-01-12,773.77001953125,788.7999877929688,767.02001953125,788.4199829101562,757.2001342773438,4598824
2018-01-15,793.4600219726562,799.0599975585938,779.02001953125,785.3699951171875,754.2708740234375,5247313
2018-01-16,780.47998046875,788.6099853515625,768.0,772.9400024414062,742.3330688476562,6542833
2018-01-17,770.0,774.0,738.510009765625,747.9299926757812,718.3133544921875,9070954
2018-01-18,747.9299926757812,765.0,744.0900268554688,750.739990234375,721.0121459960938,5897851
2018-01-19,752.9000244140625,758.9000244140625,739.02001953125,750.1799926757812,720.4743041992188,5092556
2018-01-22,751.8099975585938,774.0,751.8099975585938,773.6400146484375,743.00537109375,6712675
2018-01-23,777.8099975585938,780.0,768.5999755859375,773.780029296875,743.1398315429688,4954918
2018-01-24,776.4400024414062,776.4600219726562,758.5999755859375,764.4600219726562,734.1889038085938,4329881
2018-01-25,761.0,776.0,751.0,769.1599731445312,738.7027587890625,5004072
2018-01-26,767.239990234375,777.4000244140625,764.0,777.219970703125,746.443603515625,4397833
2018-01-29,778.760009765625,779.6699829101562,735.0,736.3200073242188,707.1632080078125,7453551
2018-01-30,736.0,748.77001953125,730.02001953125,742.0800170898438,712.695068359375,5191103
2018-01-31,739.0,771.7100219726562,739.0,764.5399780273438,734.2656860351562,6040241
2018-02-01,767.0,767.2999877929688,752.9199829101562,757.72998046875,727.725341796875,5058261
2018-02-02,752.219970703125,753.22998046875,725.0,740.4000244140625,711.0816650390625,7542082
2018-02-05,727.219970703125,729.9600219726562,705.5999755859375,718.22998046875,689.7894897460938,9899585
2018-02-06,703.0,722.5999755859375,703.0,708.8599853515625,680.79052734375,8816871
2018-02-07,720.0,723.8800048828125,682.010009765625,683.4299926757812,656.3674926757812,8828998
2018-02-08,682.2000122070312,718.0,682.2000122070312,700.989990234375,673.232177734375,8340943
2018-02-09,680.0,689.8900146484375,658.0,683.4299926757812,656.3674926757812,10557826
2018-02-12,691.0,705.5,685.2000122070312,697.47998046875,669.861083984375,6417955
2018-02-13,705.02001953125,714.8200073242188,704.5,711.97998046875,683.7869262695312,5338918
2018-02-14,720.0,720.0,712.219970703125,718.4500122070312,690.0007934570312,3065260
2018-02-22,727.2999877929688,744.0,723.239990234375,742.4500122070312,713.0504150390625,5076469
2018-02-23,747.0,756.5599975585938,737.0,742.47998046875,713.0792236328125,3815877
2018-02-26,746.8800048828125,752.0499877929688,733.02001953125,743.510009765625,714.0684814453125,4365824
2018-02-27,749.0,756.0,737.219970703125,737.97998046875,708.7573852539062,4260154
2018-02-28,732.0,742.2999877929688,719.0,725.6199951171875,696.8869018554688,4833067
2018-03-01,728.0,746.8499755859375,723.77001953125,741.969970703125,712.5894165039062,4479465
2018-03-02,738.0,743.5599975585938,730.0,736.4099731445312,707.2495727539062,2599190
2018-03-05,738.1799926757812,742.0,717.030029296875,720.1099853515625,691.5950317382812,3723470
2018-03-06,725.0,727.5999755859375,697.1300048828125,718.260009765625,689.8182983398438,6457036
2018-03-07,715.0,724.0,708.989990234375,710.0399780273438,681.9237670898438,3459594
2018-03-08,714.0,724.0,708.0,722.760009765625,694.1400756835938,3534930
2018-03-09,727.5499877929688,732.5700073242188,723.5,728.2000122070312,699.3646850585938,3017100
2018-03-12,729.5499877929688,733.9199829101562,722.77001953125,723.9500122070312,695.282958984375,3988841
2018-03-13,723.0,726.5999755859375,710.0,710.3499755859375,682.2214965820312,3857709
2018-03-14,709.6699829101562,728.0800170898438,707.219970703125,726.8800048828125,698.0969848632812,3735576
2018-03-15,728.02001953125,747.0,728.02001953125,746.469970703125,716.9111938476562,5614879
2018-03-16,747.5999755859375,753.97998046875,738.8800048828125,739.8499755859375,710.5533447265625,3585552
2018-03-19,743.969970703125,753.989990234375,739.0,753.47998046875,723.6436157226562,3866658
2018-03-20,750.0,752.0,740.0,747.72998046875,718.1212768554688,2887720
