adj_week,close,log_r
300.0,4953.8756,0.013854005419250942
299.0,4885.7178,0.039747007266664455
298.0,4695.3338,-0.004919223443581723
297.0,4718.4881,-0.015391815351343768
296.0,4791.6759999999995,0.023338319481733958
295.0,4681.1412,0.0202295361258012
294.0,4587.3953,0.003794458859991536
293.0,4570.0216,-0.035904817325729005
292.0,4737.0887,0.023452964346581368
291.0,4627.2826,-0.030422431444898944
290.0,4770.219,-0.015403356538238249
289.0,4844.2652,0.026231908712359954
288.0,4718.8431,0.0030167884896807693
287.0,4704.6288,-0.000700638696908388
286.0,4707.9262,0.0027395609617175804
285.0,4695.0462,0.04118897162066052
284.0,4505.5906,-0.008642891629065362
283.0,4544.7007,-0.044842169807781405
282.0,4753.1333,0.0727558666189154
281.0,4419.5955,0.06559650014594408
280.0,4138.9895,0.009779507852125339
279.0,4098.7095,0.02360737880270618
278.0,4003.0829,0.0004577520322777048
277.0,4001.2509,0.03412202514165353
276.0,3867.0232,0.011171280639189764
275.0,3824.0640000000003,-0.02294356237015618
274.0,3912.8159,-0.012900884187557684
273.0,3963.6217,0.012961890707491926
272.0,3912.5772,0.02999235398457105
271.0,3796.9721,-0.011134856653913915
270.0,3839.4871,0.018481796357286615
269.0,3769.1782,0.014958026717883311
268.0,3713.2183,0.0008507831311619315
267.0,3710.0605,0.015438145740453253
266.0,3653.2239,-0.06416394616192492
265.0,3895.3128,-0.06056115891710175
264.0,4138.5072,0.04914203408264168
263.0,3940.0488,-0.05179239840265227
262.0,4149.4903,0.03976230749405787
261.0,3987.7342,0.02228016017501494
260.0,3899.8693,-0.02632617104597819
259.0,4003.9013,-0.03700783782068698
258.0,4154.853,-0.0020033336916067956
257.0,4163.1849,0.004386061794164164
256.0,4144.9649,0.030108117206968543
255.0,4022.0278,0.0011879422695984217
254.0,4017.2527,0.01228035240465048
253.0,3968.2211,0.016729927076656343
252.0,3902.3853,0.019070340448658955
251.0,3828.6706,-0.005554156538334244
250.0,3849.9948,-0.007012868254704313
249.0,3877.0892,-0.024439504103658888
248.0,3973.0107,0.005204419212976125
247.0,3952.3872,0.01416602326686498
246.0,3896.7923,0.007060034449725711
245.0,3869.3777,-0.010884836792415541
244.0,3911.7253,0.02516154250672317
243.0,3814.5282,-0.009945118355292859
242.0,3852.6534,-0.02131422624906357
241.0,3935.6511,-0.009289054152587274
240.0,3972.3799,0.0060277267116784685
239.0,3948.5075,0.03844546702449347
238.0,3799.5863,-0.005584330325691058
237.0,3820.8638,0.029299481425781516
236.0,3710.5386,0.020972523827926567
235.0,3633.5296,-0.030867862353275804
234.0,3747.4379,-0.02922395770985505
233.0,3858.5688,0.013204011626586012
232.0,3807.9551,-0.00020376315429265405
231.0,3808.7311,-0.021935994667763144
230.0,3893.2025,0.01752008573955557
229.0,3825.5873,-0.002180553664825848
228.0,3833.9383,0.047829318075801916
227.0,3654.8799,0.02498956246450952
226.0,3564.6778,-0.018100931414768585
225.0,3629.7893,0.009932771034922095
224.0,3593.9139,-0.015145799026071992
223.0,3648.7609,-0.022141587787740637
222.0,3730.4513,-0.04782904630196466
221.0,3913.211,0.0061355510803443
220.0,3889.2748,-0.05777796323713176
219.0,4120.6078,0.03255617262031878
218.0,3988.6168,-0.018287801329564497
217.0,4062.2309,0.047873020095173455
216.0,3872.3412,0.01000246785569687
215.0,3833.8013,0.02343386542924367
214.0,3745.005,0.02362149894972037
213.0,3657.579,-0.024878197281245414
212.0,3749.7143,0.06318508182162136
211.0,3520.1182,0.05291165119376982
210.0,3338.7047,0.027729134249541952
209.0,3247.3971,0.019568038604248647
208.0,3184.4696,0.005130379421720485
207.0,3168.1739,0.023439125527976765
206.0,3094.7782,0.01921684995911134
205.0,3035.8741,0.008342191589481698
204.0,3010.6536,-0.006205764581640937
203.0,3029.3951,-0.04407785566843667
202.0,3165.9109,-0.004932270076292984
201.0,3181.5646,0.002793279882198535
200.0,3172.69,0.009250868975515003
199.0,3143.4752,-0.03568435078778288
198.0,3257.6735,0.02808827366101586
197.0,3167.4442,-0.03803716541287888
196.0,3290.2455,0.03608456341196119
195.0,3173.635,0.012265829078413192
194.0,3134.9455,-0.011348857262931129
193.0,3170.7262,-0.08118079917599899
192.0,3438.8649,0.008286760153766455
191.0,3410.4856,0.05063644059057738
190.0,3242.0902,-0.010906565339550905
189.0,3277.6438,-0.01719901211387807
188.0,3334.5036,0.002753492015864932
187.0,3325.3347,0.029205909367916942
186.0,3229.6198,-0.05288612765569573
185.0,3405.0191,0.02670728798720376
184.0,3315.2839,-0.060266219020049756
183.0,3521.2269,0.008078918318510929
182.0,3492.8938,5.843463185520305e-05
181.0,3492.6897,0.03720770103841718
180.0,3365.1227,-0.042432056452132855
179.0,3510.9845,-0.02750780891617462
178.0,3608.9046,-0.03926680960707857
177.0,3753.4338,-0.006951289708719017
176.0,3779.6159,0.002391141512299716
175.0,3770.5891,-0.012101999016344468
174.0,3816.498,-0.02242856062828397
173.0,3903.0637,0.007774159764093126
172.0,3872.8383,0.02569373562290991
