日期,股票代码,名称,收盘价,最高价,最低价
2020-02-18,'601398,工商银行,5.46,5.48,5.44
2020-02-17,'601398,工商银行,5.49,5.49,5.41
2020-02-14,'601398,工商银行,5.43,5.44,5.39
2020-02-13,'601398,工商银行,5.41,5.45,5.4
2020-02-12,'601398,工商银行,5.46,5.47,5.42
2020-02-11,'601398,工商银行,5.46,5.47,5.41
2020-02-10,'601398,工商银行,5.42,5.43,5.38
2020-02-07,'601398,工商银行,5.44,5.47,5.4
2020-02-06,'601398,工商银行,5.5,5.53,5.44
2020-02-05,'601398,工商银行,5.49,5.52,5.42
2020-02-04,'601398,工商银行,5.5,5.53,5.36
2020-02-03,'601398,工商银行,5.42,5.58,5.3
2020-01-23,'601398,工商银行,5.72,5.78,5.7
2020-01-22,'601398,工商银行,5.79,5.79,5.71
2020-01-21,'601398,工商银行,5.77,5.83,5.76
2020-01-20,'601398,工商银行,5.84,5.86,5.8
2020-01-17,'601398,工商银行,5.82,5.84,5.8
2020-01-16,'601398,工商银行,5.8,5.89,5.79
2020-01-15,'601398,工商银行,5.88,5.94,5.87
2020-01-14,'601398,工商银行,5.94,5.96,5.91
2020-01-13,'601398,工商银行,5.93,5.93,5.87
2020-01-10,'601398,工商银行,5.91,5.93,5.86
2020-01-09,'601398,工商银行,5.91,5.96,5.88
2020-01-08,'601398,工商银行,5.91,5.97,5.9
2020-01-07,'601398,工商银行,6.01,6.04,5.98
2020-01-06,'601398,工商银行,5.97,6.05,5.95
2020-01-03,'601398,工商银行,5.99,6.02,5.96
2020-01-02,'601398,工商银行,5.97,6.03,5.91
2019-12-31,'601398,工商银行,5.88,5.91,5.84
2019-12-30,'601398,工商银行,5.89,5.89,5.81
2019-12-27,'601398,工商银行,5.9,5.94,5.85
2019-12-26,'601398,工商银行,5.86,5.87,5.82
2019-12-25,'601398,工商银行,5.83,5.87,5.83
2019-12-24,'601398,工商银行,5.86,5.88,5.84
2019-12-23,'601398,工商银行,5.88,5.93,5.86
2019-12-20,'601398,工商银行,5.94,5.95,5.89
2019-12-19,'601398,工商银行,5.93,5.95,5.87
2019-12-18,'601398,工商银行,5.87,5.92,5.82
2019-12-17,'601398,工商银行,5.84,5.88,5.75
2019-12-16,'601398,工商银行,5.78,5.81,5.76
2019-12-13,'601398,工商银行,5.82,5.82,5.75
2019-12-12,'601398,工商银行,5.74,5.76,5.72
2019-12-11,'601398,工商银行,5.75,5.75,5.69
2019-12-10,'601398,工商银行,5.7,5.73,5.69
2019-12-09,'601398,工商银行,5.74,5.76,5.7
2019-12-06,'601398,工商银行,5.75,5.79,5.72
2019-12-05,'601398,工商银行,5.77,5.8,5.75
2019-12-04,'601398,工商银行,5.76,5.79,5.74
2019-12-03,'601398,工商银行,5.79,5.82,5.76
2019-12-02,'601398,工商银行,5.81,5.83,5.8
2019-11-29,'601398,工商银行,5.79,5.88,5.79
2019-11-28,'601398,工商银行,5.84,5.88,5.82
2019-11-27,'601398,工商银行,5.88,5.89,5.83
2019-11-26,'601398,工商银行,5.85,5.89,5.83
2019-11-25,'601398,工商银行,5.83,5.85,5.71
2019-11-22,'601398,工商银行,5.71,5.75,5.71
2019-11-21,'601398,工商银行,5.73,5.78,5.71
2019-11-20,'601398,工商银行,5.8,5.85,5.79
2019-11-19,'601398,工商银行,5.85,5.85,5.8
2019-11-18,'601398,工商银行,5.82,5.82,5.76
2019-11-15,'601398,工商银行,5.79,5.81,5.75
2019-11-14,'601398,工商银行,5.75,5.8,5.74
2019-11-13,'601398,工商银行,5.78,5.82,5.74
2019-11-12,'601398,工商银行,5.8,5.82,5.75
2019-11-11,'601398,工商银行,5.77,5.85,5.75
2019-11-08,'601398,工商银行,5.87,5.99,5.86
2019-11-07,'601398,工商银行,5.95,5.99,5.93
2019-11-06,'601398,工商银行,5.98,6.0,5.9
2019-11-05,'601398,工商银行,5.92,6.0,5.89
2019-11-04,'601398,工商银行,5.9,5.97,5.9
2019-11-01,'601398,工商银行,5.94,5.97,5.82
2019-10-31,'601398,工商银行,5.91,5.97,5.87
2019-10-30,'601398,工商银行,5.95,5.98,5.9
2019-10-29,'601398,工商银行,5.91,5.97,5.88
2019-10-28,'601398,工商银行,5.93,6.02,5.91
2019-10-25,'601398,工商银行,5.98,5.99,5.84
2019-10-24,'601398,工商银行,5.92,6.01,5.86
2019-10-23,'601398,工商银行,5.87,5.89,5.78
2019-10-22,'601398,工商银行,5.81,5.81,5.75
2019-10-21,'601398,工商银行,5.79,5.79,5.67
2019-10-18,'601398,工商银行,5.67,5.76,5.66
2019-10-17,'601398,工商银行,5.71,5.72,5.69
2019-10-16,'601398,工商银行,5.72,5.79,5.67
2019-10-15,'601398,工商银行,5.72,5.74,5.69
2019-10-14,'601398,工商银行,5.72,5.77,5.64
2019-10-11,'601398,工商银行,5.64,5.65,5.56
2019-10-10,'601398,工商银行,5.57,5.58,5.55
2019-10-09,'601398,工商银行,5.58,5.6,5.53
2019-10-08,'601398,工商银行,5.56,5.58,5.48
2019-09-30,'601398,工商银行,5.53,5.6,5.52
2019-09-27,'601398,工商银行,5.54,5.58,5.48
2019-09-26,'601398,工商银行,5.55,5.56,5.5
2019-09-25,'601398,工商银行,5.49,5.52,5.47
2019-09-24,'601398,工商银行,5.5,5.52,5.47
2019-09-23,'601398,工商银行,5.48,5.52,5.45
2019-09-20,'601398,工商银行,5.53,5.53,5.48
2019-09-19,'601398,工商银行,5.5,5.51,5.47
2019-09-18,'601398,工商银行,5.5,5.53,5.49
2019-09-17,'601398,工商银行,5.51,5.57,5.49
2019-09-16,'601398,工商银行,5.57,5.58,5.55
2019-09-12,'601398,工商银行,5.57,5.57,5.53
2019-09-11,'601398,工商银行,5.55,5.56,5.5
2019-09-10,'601398,工商银行,5.5,5.52,5.48
2019-09-09,'601398,工商银行,5.51,5.56,5.49
2019-09-06,'601398,工商银行,5.52,5.53,5.49
2019-09-05,'601398,工商银行,5.5,5.54,5.47
2019-09-04,'601398,工商银行,5.47,5.47,5.38
2019-09-03,'601398,工商银行,5.4,5.4,5.37
2019-09-02,'601398,工商银行,5.39,5.42,5.38
2019-08-30,'601398,工商银行,5.39,5.44,5.38
2019-08-29,'601398,工商银行,5.42,5.42,5.38
2019-08-28,'601398,工商银行,5.4,5.42,5.38
2019-08-27,'601398,工商银行,5.42,5.44,5.38
2019-08-26,'601398,工商银行,5.38,5.4,5.36
2019-08-23,'601398,工商银行,5.42,5.43,5.38
2019-08-22,'601398,工商银行,5.39,5.44,5.38
2019-08-21,'601398,工商银行,5.43,5.44,5.4
2019-08-20,'601398,工商银行,5.42,5.46,5.41
2019-08-19,'601398,工商银行,5.47,5.5,5.38
2019-08-16,'601398,工商银行,5.5,5.56,5.5
2019-08-15,'601398,工商银行,5.56,5.56,5.46
2019-08-14,'601398,工商银行,5.53,5.56,5.53
2019-08-13,'601398,工商银行,5.51,5.53,5.48
2019-08-12,'601398,工商银行,5.51,5.53,5.45
2019-08-09,'601398,工商银行,5.46,5.49,5.43
2019-08-08,'601398,工商银行,5.43,5.45,5.39
2019-08-07,'601398,工商银行,5.39,5.44,5.38
2019-08-06,'601398,工商银行,5.41,5.44,5.4
2019-08-05,'601398,工商银行,5.48,5.55,5.48
2019-08-02,'601398,工商银行,5.56,5.59,5.5
2019-08-01,'601398,工商银行,5.61,5.64,5.6
2019-07-31,'601398,工商银行,5.64,5.66,5.62
2019-07-30,'601398,工商银行,5.66,5.68,5.64
2019-07-29,'601398,工商银行,5.65,5.69,5.64
2019-07-26,'601398,工商银行,5.69,5.7,5.66
2019-07-25,'601398,工商银行,5.69,5.69,5.66
2019-07-24,'601398,工商银行,5.69,5.7,5.65
2019-07-23,'601398,工商银行,5.66,5.66,5.61
2019-07-22,'601398,工商银行,5.64,5.65,5.59
2019-07-19,'601398,工商银行,5.6,5.61,5.56
2019-07-18,'601398,工商银行,5.57,5.58,5.54
2019-07-17,'601398,工商银行,5.56,5.6,5.55
2019-07-16,'601398,工商银行,5.61,5.62,5.57
2019-07-15,'601398,工商银行,5.6,5.61,5.54
2019-07-12,'601398,工商银行,5.62,5.64,5.56
2019-07-11,'601398,工商银行,5.57,5.58,5.55
2019-07-10,'601398,工商银行,5.55,5.59,5.54
2019-07-09,'601398,工商银行,5.58,5.59,5.56
2019-07-08,'601398,工商银行,5.59,5.66,5.54
2019-07-05,'601398,工商银行,5.67,5.68,5.65
2019-07-04,'601398,工商银行,5.68,5.68,5.65
2019-07-03,'601398,XD工商银,5.67,5.69,5.64
2019-07-02,'601398,工商银行,5.93,5.95,5.9
2019-07-01,'601398,工商银行,5.92,5.97,5.9
2019-06-28,'601398,工商银行,5.89,5.91,5.84
2019-06-27,'601398,工商银行,5.91,5.92,5.85
2019-06-26,'601398,工商银行,5.85,5.86,5.8
2019-06-25,'601398,工商银行,5.83,5.88,5.77
2019-06-24,'601398,工商银行,5.88,5.88,5.83
2019-06-21,'601398,工商银行,5.85,5.89,5.82
2019-06-20,'601398,工商银行,5.84,5.9,5.77
2019-06-19,'601398,工商银行,5.78,5.84,5.76
2019-06-18,'601398,工商银行,5.74,5.76,5.72
2019-06-17,'601398,工商银行,5.74,5.77,5.72
2019-06-14,'601398,工商银行,5.74,5.78,5.72
2019-06-13,'601398,工商银行,5.73,5.76,5.71
2019-06-12,'601398,工商银行,5.76,5.79,5.74
2019-06-11,'601398,工商银行,5.79,5.8,5.76
2019-06-10,'601398,工商银行,5.78,5.82,5.74
2019-06-06,'601398,工商银行,5.73,5.79,5.73
2019-06-05,'601398,工商银行,5.76,5.82,5.74
2019-06-04,'601398,工商银行,5.73,5.74,5.68
2019-06-03,'601398,工商银行,5.7,5.7,5.62
2019-05-31,'601398,工商银行,5.61,5.66,5.6
2019-05-30,'601398,工商银行,5.67,5.67,5.62
2019-05-29,'601398,工商银行,5.65,5.67,5.62
2019-05-28,'601398,工商银行,5.67,5.68,5.62
2019-05-27,'601398,工商银行,5.65,5.69,5.62
2019-05-24,'601398,工商银行,5.7,5.72,5.64
2019-05-23,'601398,工商银行,5.65,5.66,5.62
2019-05-22,'601398,工商银行,5.65,5.66,5.59
2019-05-21,'601398,工商银行,5.64,5.66,5.6
2019-05-20,'601398,工商银行,5.61,5.65,5.55
2019-05-17,'601398,工商银行,5.57,5.61,5.54
2019-05-16,'601398,工商银行,5.59,5.61,5.53
2019-05-15,'601398,工商银行,5.57,5.59,5.51
2019-05-14,'601398,工商银行,5.52,5.56,5.5
2019-05-13,'601398,工商银行,5.54,5.57,5.53
2019-05-10,'601398,工商银行,5.61,5.66,5.5
2019-05-09,'601398,工商银行,5.52,5.58,5.5
2019-05-08,'601398,工商银行,5.59,5.64,5.57
2019-05-07,'601398,工商银行,5.66,5.71,5.63
2019-05-06,'601398,工商银行,5.72,5.8,5.56
2019-04-30,'601398,工商银行,5.81,5.83,5.74
2019-04-29,'601398,工商银行,5.8,5.84,5.71
2019-04-26,'601398,工商银行,5.71,5.76,5.7
2019-04-25,'601398,工商银行,5.73,5.8,5.71
2019-04-24,'601398,工商银行,5.81,5.84,5.74
2019-04-23,'601398,工商银行,5.81,5.85,5.79
2019-04-22,'601398,工商银行,5.83,6.0,5.81
2019-04-19,'601398,工商银行,5.98,6.01,5.94
2019-04-18,'601398,工商银行,5.94,6.03,5.93
2019-04-17,'601398,工商银行,6.01,6.08,5.96
2019-04-16,'601398,工商银行,6.0,6.03,5.75
2019-04-15,'601398,工商银行,5.81,5.93,5.8
2019-04-12,'601398,工商银行,5.73,5.74,5.7
2019-04-11,'601398,工商银行,5.73,5.79,5.71
2019-04-10,'601398,工商银行,5.75,5.79,5.7
2019-04-09,'601398,工商银行,5.78,5.82,5.76
2019-04-08,'601398,工商银行,5.82,5.98,5.78
2019-04-04,'601398,工商银行,5.81,5.83,5.69
2019-04-03,'601398,工商银行,5.7,5.71,5.6
2019-04-02,'601398,工商银行,5.66,5.7,5.64
2019-04-01,'601398,工商银行,5.64,5.66,5.59
2019-03-29,'601398,工商银行,5.57,5.58,5.46
2019-03-28,'601398,工商银行,5.45,5.5,5.44
2019-03-27,'601398,工商银行,5.51,5.54,5.45
2019-03-26,'601398,工商银行,5.45,5.49,5.43
2019-03-25,'601398,工商银行,5.47,5.55,5.46
2019-03-22,'601398,工商银行,5.58,5.6,5.55
2019-03-21,'601398,工商银行,5.59,5.62,5.58
2019-03-20,'601398,工商银行,5.61,5.65,5.59
2019-03-19,'601398,工商银行,5.65,5.67,5.62
2019-03-18,'601398,工商银行,5.65,5.65,5.56
2019-03-15,'601398,工商银行,5.58,5.62,5.56
2019-03-14,'601398,工商银行,5.57,5.61,5.54
2019-03-13,'601398,工商银行,5.58,5.61,5.54
2019-03-12,'601398,工商银行,5.62,5.68,5.6
2019-03-11,'601398,工商银行,5.61,5.63,5.55
2019-03-08,'601398,工商银行,5.59,5.7,5.58
2019-03-07,'601398,工商银行,5.76,5.84,5.74
2019-03-06,'601398,工商银行,5.85,5.85,5.79
2019-03-05,'601398,工商银行,5.82,5.84,5.77
2019-03-04,'601398,工商银行,5.86,5.99,5.83
2019-03-01,'601398,工商银行,5.85,5.86,5.71
2019-02-28,'601398,工商银行,5.75,5.83,5.71
2019-02-27,'601398,工商银行,5.81,5.93,5.73
2019-02-26,'601398,工商银行,5.77,5.9,5.74
2019-02-25,'601398,工商银行,5.9,5.9,5.57
2019-02-22,'601398,工商银行,5.55,5.55,5.47
2019-02-21,'601398,工商银行,5.56,5.61,5.54
2019-02-20,'601398,工商银行,5.57,5.6,5.55
2019-02-19,'601398,工商银行,5.57,5.64,5.55
2019-02-18,'601398,工商银行,5.6,5.6,5.53
2019-02-15,'601398,工商银行,5.51,5.63,5.48
2019-02-14,'601398,工商银行,5.65,5.7,5.63
2019-02-13,'601398,工商银行,5.71,5.74,5.61
2019-02-12,'601398,工商银行,5.65,5.66,5.59
2019-02-11,'601398,工商银行,5.64,5.65,5.56
2019-02-01,'601398,工商银行,5.65,5.7,5.61
2019-01-31,'601398,工商银行,5.66,5.7,5.55
2019-01-30,'601398,工商银行,5.55,5.57,5.51
2019-01-29,'601398,工商银行,5.54,5.56,5.48
2019-01-28,'601398,工商银行,5.5,5.64,5.48
2019-01-25,'601398,工商银行,5.52,5.58,5.48
2019-01-24,'601398,工商银行,5.46,5.47,5.42
2019-01-23,'601398,工商银行,5.44,5.45,5.39
2019-01-22,'601398,工商银行,5.39,5.46,5.37
2019-01-21,'601398,工商银行,5.45,5.48,5.4
2019-01-18,'601398,工商银行,5.39,5.4,5.25
2019-01-17,'601398,工商银行,5.25,5.31,5.22
2019-01-16,'601398,工商银行,5.24,5.24,5.21
2019-01-15,'601398,工商银行,5.23,5.25,5.19
2019-01-14,'601398,工商银行,5.2,5.26,5.18
2019-01-11,'601398,工商银行,5.24,5.25,5.21
2019-01-10,'601398,工商银行,5.22,5.26,5.2
2019-01-09,'601398,工商银行,5.26,5.29,5.2
2019-01-08,'601398,工商银行,5.2,5.25,5.18
2019-01-07,'601398,工商银行,5.24,5.3,5.23
2019-01-04,'601398,工商银行,5.27,5.28,5.15
2019-01-03,'601398,工商银行,5.2,5.23,5.17
2019-01-02,'601398,工商银行,5.2,5.31,5.17
2018-12-28,'601398,工商银行,5.29,5.34,5.29
2018-12-27,'601398,工商银行,5.28,5.32,5.27
2018-12-26,'601398,工商银行,5.27,5.28,5.21
2018-12-25,'601398,工商银行,5.23,5.26,5.16
2018-12-24,'601398,工商银行,5.22,5.23,5.12
2018-12-21,'601398,工商银行,5.19,5.21,5.1
2018-12-20,'601398,工商银行,5.23,5.35,5.2
2018-12-19,'601398,工商银行,5.33,5.37,5.32
2018-12-18,'601398,工商银行,5.35,5.36,5.33
2018-12-17,'601398,工商银行,5.37,5.37,5.32
2018-12-14,'601398,工商银行,5.35,5.38,5.34
2018-12-13,'601398,工商银行,5.39,5.4,5.34
2018-12-12,'601398,工商银行,5.34,5.35,5.32
2018-12-11,'601398,工商银行,5.33,5.34,5.31
2018-12-10,'601398,工商银行,5.33,5.34,5.31
2018-12-07,'601398,工商银行,5.35,5.37,5.33
2018-12-06,'601398,工商银行,5.35,5.39,5.33
2018-12-05,'601398,工商银行,5.4,5.41,5.37
2018-12-04,'601398,工商银行,5.42,5.43,5.4
2018-12-03,'601398,工商银行,5.41,5.44,5.38
2018-11-30,'601398,工商银行,5.33,5.35,5.31
2018-11-29,'601398,工商银行,5.33,5.38,5.32
2018-11-28,'601398,工商银行,5.35,5.36,5.32
2018-11-27,'601398,工商银行,5.33,5.35,5.32
2018-11-26,'601398,工商银行,5.35,5.38,5.33
2018-11-23,'601398,工商银行,5.33,5.36,5.32
2018-11-22,'601398,工商银行,5.36,5.38,5.33
2018-11-21,'601398,工商银行,5.36,5.37,5.31
2018-11-20,'601398,工商银行,5.35,5.4,5.31
2018-11-19,'601398,工商银行,5.41,5.41,5.35
2018-11-16,'601398,工商银行,5.34,5.38,5.33
2018-11-15,'601398,工商银行,5.35,5.35,5.3
2018-11-14,'601398,工商银行,5.31,5.37,5.3
2018-11-13,'601398,工商银行,5.38,5.41,5.3
2018-11-12,'601398,工商银行,5.36,5.37,5.3
2018-11-09,'601398,工商银行,5.35,5.47,5.3
2018-11-08,'601398,工商银行,5.53,5.56,5.51
2018-11-07,'601398,工商银行,5.52,5.57,5.5
2018-11-06,'601398,工商银行,5.53,5.58,5.5
2018-11-05,'601398,工商银行,5.56,5.62,5.54
2018-11-02,'601398,工商银行,5.64,5.66,5.54
2018-11-01,'601398,工商银行,5.57,5.67,5.55
2018-10-31,'601398,工商银行,5.63,5.65,5.58
2018-10-30,'601398,工商银行,5.63,5.68,5.56
2018-10-29,'601398,工商银行,5.58,5.74,5.53
2018-10-26,'601398,工商银行,5.69,5.76,5.57
2018-10-25,'601398,工商银行,5.65,5.67,5.47
2018-10-24,'601398,工商银行,5.62,5.67,5.45
