日期,股票代码,名称,收盘价,最高价,最低价
2020-11-10,'000905,中证500,6373.0853,6435.413,6339.2861
2020-11-09,'000905,中证500,6421.6506,6452.9139,6337.4415
2020-11-06,'000905,中证500,6301.2477,6366.1854,6254.0869
2020-11-05,'000905,中证500,6351.9789,6358.4445,6273.3148
2020-11-04,'000905,中证500,6234.158,6256.0695,6181.0972
2020-11-03,'000905,中证500,6241.7676,6245.5576,6155.7346
2020-11-02,'000905,中证500,6143.1157,6162.2763,6095.8038
2020-10-30,'000905,中证500,6111.4803,6274.6162,6103.8909
2020-10-29,'000905,中证500,6255.1933,6287.6478,6159.1435
2020-10-28,'000905,中证500,6245.9986,6254.716,6164.2406
2020-10-27,'000905,中证500,6221.3414,6227.8424,6168.971
2020-10-26,'000905,中证500,6214.3779,6239.7156,6127.3829
2020-10-23,'000905,中证500,6213.2626,6362.4283,6202.5347
2020-10-22,'000905,中证500,6317.1438,6334.5424,6256.2324
2020-10-21,'000905,中证500,6350.0127,6426.5095,6323.4406
2020-10-20,'000905,中证500,6423.1128,6423.1573,6324.3889
2020-10-19,'000905,中证500,6358.3213,6483.5079,6346.2632
2020-10-16,'000905,中证500,6428.6822,6473.6343,6388.6459
2020-10-15,'000905,中证500,6460.0408,6518.5503,6456.7714
2020-10-14,'000905,中证500,6508.3743,6547.8376,6492.6581
2020-10-13,'000905,中证500,6551.3987,6557.8635,6486.3088
2020-10-12,'000905,中证500,6541.176,6541.3102,6399.6833
2020-10-09,'000905,中证500,6357.9711,6373.9367,6290.4705
2020-09-30,'000905,中证500,6192.5045,6260.1234,6155.0208
2020-09-29,'000905,中证500,6228.7708,6280.4433,6179.8807
2020-09-28,'000905,中证500,6178.4693,6261.9304,6171.02
2020-09-25,'000905,中证500,6236.8904,6285.4717,6206.1823
2020-09-24,'000905,中证500,6244.6389,6354.6827,6243.282
2020-09-23,'000905,中证500,6392.0329,6411.2048,6356.1636
2020-09-22,'000905,中证500,6358.652,6462.9751,6341.4838
2020-09-21,'000905,中证500,6445.9649,6515.337,6434.3239
2020-09-18,'000905,中证500,6469.4692,6473.5997,6353.5609
2020-09-17,'000905,中证500,6367.0206,6416.0088,6291.6343
2020-09-16,'000905,中证500,6353.836,6387.7666,6321.5668
2020-09-15,'000905,中证500,6387.8805,6388.1304,6328.5366
2020-09-14,'000905,中证500,6351.2422,6381.182,6297.9023
2020-09-11,'000905,中证500,6311.967,6319.6691,6209.7881
2020-09-10,'000905,中证500,6235.5687,6414.9623,6219.6361
2020-09-09,'000905,中证500,6349.2234,6471.4824,6319.2713
2020-09-08,'000905,中证500,6525.098,6542.9954,6432.952
2020-09-07,'000905,中证500,6478.8124,6669.3935,6459.1029
2020-09-04,'000905,中证500,6618.5762,6631.0289,6538.4896
2020-09-03,'000905,中证500,6662.2515,6732.6741,6638.4482
2020-09-02,'000905,中证500,6717.5579,6742.5527,6647.0341
2020-09-01,'000905,中证500,6710.4599,6710.4599,6637.6339
2020-08-31,'000905,中证500,6668.4331,6765.8853,6667.6792
