adj_week,close,log_r
300.0,6373.0853,0.011336039426134543
299.0,6301.2477,0.030578642608944804
298.0,6111.4803,-0.016517117605615177
297.0,6213.2626,-0.0340834352732995
296.0,6428.6822,0.011060254653928934
295.0,6357.9711,0.026369707957114706
294.0,6192.5045,-0.007142115772060469
293.0,6236.8904,-0.03661234012317699
292.0,6469.4692,0.024646709568833417
291.0,6311.967,-0.04743291589513347
290.0,6618.5762,-0.01091439368322006
289.0,6691.2096,0.00708884170808432
288.0,6643.9444,0.0030723352859777535
287.0,6623.5633,-0.009813287000740351
286.0,6688.8822,0.01646224366749076
285.0,6579.6696,0.04598050029063494
284.0,6283.9831,-0.009598639386800684
283.0,6344.5912,-0.050981836542996824
282.0,6676.4373,0.09827669579651763
281.0,6051.5099,0.04433282036775318
280.0,5789.0893,0.0003353593977648899
279.0,5787.1482,0.03439435097748355
278.0,5591.4871,0.0010850942678227178
277.0,5585.4231,0.03258779169365173
276.0,5406.3403,0.014553894549051509
275.0,5328.2268,-0.033171025701614246
274.0,5507.9336,4.304792333875945e-05
273.0,5507.6965,0.02832877498613591
272.0,5353.8595,0.015114435659768936
271.0,5273.5474,-0.008479524202128363
270.0,5318.4547,0.020888926456399313
269.0,5208.5102,0.0196740218217351
268.0,5107.0393,-0.005915028334398758
267.0,5137.3371,-0.015824762493821663
266.0,5219.2809,-0.0445763138688014
265.0,5457.2006,-0.0546714761997897
264.0,5763.8602,0.05575520097122019
263.0,5451.2897,-0.05924881175195639
262.0,5784.0321,0.0648571674116169
261.0,5420.8025,0.017448712335323358
260.0,5327.0369,-0.009473261228520345
259.0,5377.7411,-0.02430442843146065
258.0,5510.0453,0.005426156860210351
257.0,5480.2279,0.01833988186432655
256.0,5380.6372,0.038157572501283016
255.0,5179.1929,-0.0010579641613454602
254.0,5184.6752,0.02163966175414231
253.0,5073.6858,0.012529749572772772
252.0,5010.5104,0.023335440785310364
251.0,4894.9416,-0.001865737297621415
250.0,4904.0828,0.00729520326672883
249.0,4868.4367,-0.024321048045616713
248.0,4988.2938,0.005214609348941892
247.0,4962.3495,-0.006471683863359035
246.0,4994.5684,0.006580972746421396
245.0,4961.8072,-0.018709994101679554
244.0,5055.5165,0.022931915298721704
243.0,4940.903,-0.013015150976671327
242.0,5005.6299,-0.038957456425527344
241.0,5204.4848,-0.007299036626949462
240.0,5242.6115,0.016922898927772947
239.0,5154.6378,0.0534217801954842
238.0,4886.494000000001,-0.00028818147988077036
237.0,4887.9024,0.03439052486104023
236.0,4722.6625,0.026239776810794868
235.0,4600.3526,-0.044547457650655584
234.0,4809.9198,-0.018168985625949395
233.0,4898.1099,0.003972593311089816
232.0,4878.6903,0.0035158036441616733
231.0,4861.5679,-0.036572701751856354
230.0,5042.6599,0.01844919962835667
229.0,4950.4798,-0.014205378818166395
228.0,5021.3051,0.04600633410424797
227.0,4795.5267,0.024645213289503354
226.0,4678.7844,-0.04864296003576414
225.0,4912.0005,0.014403559292483053
224.0,4841.7573,-0.02060956686957443
223.0,4942.5792,-0.024333166164631343
222.0,5064.323,-0.046911752910704804
221.0,5307.56,-0.018752777719883935
220.0,5408.0306,-0.07172652002002146
219.0,5810.1798,0.016627882072750542
218.0,5714.3676,-0.027136295887308363
217.0,5871.5575,0.05674441661327269
216.0,5547.6561,-0.013336895687989448
215.0,5622.1402,0.04793339596937073
214.0,5359.0087,0.021370339630115656
213.0,5245.6999,0.03461534383723029
212.0,5067.225,0.05891827856785761
211.0,4777.2977,0.059190106398909495
210.0,4502.7348,0.04740346274702665
209.0,4294.2696,-0.0056131368217217535
208.0,4318.4417,-0.006777926463893567
207.0,4347.8112,0.007604028421595397
206.0,4314.8757,0.024397198123973275
205.0,4210.8786,0.010226305881318589
204.0,4168.0363,-0.015027392039785934
203.0,4231.144,-0.024734092756257917
202.0,4337.1025,-0.01688569572532963
201.0,4410.9593,0.007808351247585436
200.0,4376.6511,0.000431175969014491
199.0,4374.7644,-0.06296887828846086
198.0,4659.0965,0.06437568021831444
197.0,4368.6143,-0.0157457016603907
196.0,4437.9456,0.047054195602911984
195.0,4233.9585,0.02534787970728944
194.0,4127.9854,-0.035704370794270225
193.0,4278.0353,-0.11527385674592201
192.0,4800.7287,-0.0009340883976871632
191.0,4805.2151,0.02852562654702706
190.0,4670.0799,-0.02572533091675536
189.0,4791.7779,-0.004797918175256824
188.0,4814.8237,-0.007751060714112871
187.0,4852.2887,0.010203834091815899
186.0,4803.0285,-0.046275668342651365
185.0,5030.5148,0.020234047969456142
184.0,4929.75,-0.06280462873391877
183.0,5249.2904,0.01420494923649052
182.0,5175.2516,-0.005575249345067652
181.0,5204.1855,0.04069954049165535
180.0,4996.6299,-0.04330534995038297
179.0,5217.7643,0.011108637470976642
178.0,5160.1228,-0.06086428187389174
177.0,5483.9446,-0.03324154059889423
176.0,5669.3031,-0.002785243486119723
175.0,5685.1155,-0.04011294282721028
174.0,5917.7978,-0.012986372530698467
173.0,5995.1497,0.0006352651128081195
172.0,5991.3424,0.013789060436505287
171.0,5909.2944,0.008208994094340049
170.0,5860.9836,-0.0033814723376590586
169.0,5880.8359,-0.02458143961935254
168.0,6027.1867,0.0015775013933568994
167.0,6017.6863,-0.01599910557040342
166.0,6114.7382,0.055061615613292016
165.0,5787.1523,-0.060210878555497054
164.0,6146.3058,-0.009822505747053838
163.0,6206.9754,0.024568826463673005
162.0,6056.3354,0.026546437905283084
161.0,5897.6765,0.02451819300586868
160.0,5754.8344,0.03536031370751975
159.0,5554.8974,-0.07788742304267275
158.0,6004.8494,-0.0611697129385197
157.0,6383.6312,0.017581221107732862
156.0,6272.38,-0.020044258254586635
155.0,6399.3737,-0.0027901273933214296
154.0,6417.2537,0.026277486467762318
153.0,6250.8207,0.0012703999035125685
152.0,6242.8847,0.0011417746860302184
151.0,6235.7608,0.005244445088990094
150.0,6203.1433,-0.0180944180504005
149.0,6316.4072,0.006094535570607266
148.0,6278.0287,-0.013277568134142919
147.0,6361.9415,-0.042961541418632586
146.0,6641.2164,0.03279040052857121
145.0,6426.9799,-0.031221732051100955
144.0,6630.8067,0.008995919222844156
143.0,6571.424,-0.020841036681823518
142.0,6709.8164,0.016008318857250937
141.0,6603.2587,0.004743608689439499
140.0,6572.0096,-0.007584392502597811
139.0,6622.0438,0.0072538024751994945
138.0,6574.1826,0.00727873427862241
137.0,6526.5046,0.027963231032256213
136.0,6346.5305,-0.00019303172852742383
135.0,6347.7557,0.029831327963249273
134.0,6161.1903,-0.010321942741376761
133.0,6225.1151,0.0015516645008279192
132.0,6215.4633,0.014480580638202208
