Date,Open,High,Low,Close,Adj Close,Volume
2015-01-05,3641.5400390625,3641.5400390625,3641.5400390625,3641.5400390625,3641.5400390625,0
2015-01-06,3641.06005859375,3641.06005859375,3641.06005859375,3641.06005859375,3641.06005859375,0
2015-01-07,3643.7900390625,3643.7900390625,3643.7900390625,3643.7900390625,3643.7900390625,0
2015-01-08,3559.260009765625,3559.260009765625,3559.260009765625,3559.260009765625,3559.260009765625,0
2015-01-09,3546.719970703125,3546.719970703125,3546.719970703125,3546.719970703125,3546.719970703125,0
2015-01-12,3513.580078125,3513.580078125,3513.580078125,3513.580078125,3513.580078125,0
2015-01-13,3514.0400390625,3514.0400390625,3514.0400390625,3514.0400390625,3514.0400390625,0
2015-01-14,3502.419921875,3502.419921875,3502.419921875,3502.419921875,3502.419921875,0
2015-01-15,3604.1201171875,3604.1201171875,3604.1201171875,3604.1201171875,3604.1201171875,0
2015-01-16,3635.14990234375,3635.14990234375,3635.14990234375,3635.14990234375,3635.14990234375,0
2015-01-19,3355.159912109375,3355.159912109375,3355.159912109375,3355.159912109375,3355.159912109375,0
2015-01-20,3396.219970703125,3396.219970703125,3396.219970703125,3396.219970703125,3396.219970703125,0
2015-01-21,3548.889892578125,3548.889892578125,3548.889892578125,3548.889892578125,3548.889892578125,0
2015-01-22,3567.610107421875,3567.610107421875,3567.610107421875,3567.610107421875,3567.610107421875,0
2015-01-23,3571.72998046875,3571.72998046875,3571.72998046875,3571.72998046875,3571.72998046875,0
2015-01-26,3607.989990234375,3607.989990234375,3607.989990234375,3607.989990234375,3607.989990234375,0
2015-01-27,3574.929931640625,3574.929931640625,3574.929931640625,3574.929931640625,3574.929931640625,0
2015-01-28,3525.320068359375,3525.320068359375,3525.320068359375,3525.320068359375,3525.320068359375,0
2015-01-29,3481.800048828125,3481.800048828125,3481.800048828125,3481.800048828125,3481.800048828125,0
2015-01-30,3434.389892578125,3434.389892578125,3434.389892578125,3434.389892578125,3434.389892578125,0
2015-02-02,3353.9599609375,3353.9599609375,3353.9599609375,3353.9599609375,3353.9599609375,0
2015-02-03,3437.449951171875,3437.449951171875,3437.449951171875,3437.449951171875,3437.449951171875,0
2015-02-04,3401.77001953125,3401.77001953125,3401.77001953125,3401.77001953125,3401.77001953125,0
2015-02-05,3366.949951171875,3366.949951171875,3366.949951171875,3366.949951171875,3366.949951171875,0
2015-02-06,3312.419921875,3312.419921875,3312.419921875,3312.419921875,3312.419921875,0
2015-02-09,3345.919921875,3345.919921875,3345.919921875,3345.919921875,3345.919921875,0
2015-02-10,3406.93994140625,3406.93994140625,3406.93994140625,3406.93994140625,3406.93994140625,0
2015-02-11,3434.1201171875,3434.1201171875,3434.1201171875,3434.1201171875,3434.1201171875,0
2015-02-12,3442.8701171875,3442.8701171875,3442.8701171875,3442.8701171875,3442.8701171875,0
2015-02-13,3469.830078125,3469.830078125,3469.830078125,3469.830078125,3469.830078125,0
2015-02-16,3499.47998046875,3499.47998046875,3499.47998046875,3499.47998046875,3499.47998046875,0
2015-02-17,3522.320068359375,3522.320068359375,3522.320068359375,3522.320068359375,3522.320068359375,0
2015-02-25,3478.72998046875,3478.72998046875,3478.72998046875,3478.72998046875,3478.72998046875,0
2015-02-26,3566.2900390625,3566.2900390625,3566.2900390625,3566.2900390625,3566.2900390625,0
2015-02-27,3572.840087890625,3572.840087890625,3572.840087890625,3572.840087890625,3572.840087890625,0
2015-03-02,3601.260009765625,3601.260009765625,3601.260009765625,3601.260009765625,3601.260009765625,0
2015-03-03,3507.89990234375,3507.89990234375,3507.89990234375,3507.89990234375,3507.89990234375,0
2015-03-04,3530.820068359375,3530.820068359375,3530.820068359375,3530.820068359375,3530.820068359375,0
2015-03-05,3496.340087890625,3496.340087890625,3496.340087890625,3496.340087890625,3496.340087890625,0
2015-03-06,3478.52001953125,3478.52001953125,3478.52001953125,3478.52001953125,3478.52001953125,0
2015-03-09,3537.75,3537.75,3537.75,3537.75,3537.75,0
2015-03-10,3520.610107421875,3520.610107421875,3520.610107421875,3520.610107421875,3520.610107421875,0
2015-03-11,3524.64990234375,3524.64990234375,3524.64990234375,3524.64990234375,3524.64990234375,0
2015-03-12,3592.840087890625,3592.840087890625,3592.840087890625,3592.840087890625,3592.840087890625,0
2015-03-13,3617.659912109375,3617.659912109375,3617.659912109375,3617.659912109375,3617.659912109375,0
2015-03-16,3705.669921875,3705.669921875,3705.669921875,3705.669921875,3705.669921875,0
2015-03-17,3757.1201171875,3757.1201171875,3757.1201171875,3757.1201171875,3757.1201171875,0
2015-03-18,3846.050048828125,3846.050048828125,3846.050048828125,3846.050048828125,3846.050048828125,0
2015-03-19,3839.739990234375,3839.739990234375,3839.739990234375,3839.739990234375,3839.739990234375,0
2015-03-20,3892.570068359375,3892.570068359375,3892.570068359375,3892.570068359375,3892.570068359375,0
2015-03-23,3972.06005859375,3972.06005859375,3972.06005859375,3972.06005859375,3972.06005859375,0
2015-03-24,3973.050048828125,3973.050048828125,3973.050048828125,3973.050048828125,3973.050048828125,0
2015-03-25,3940.409912109375,3940.409912109375,3940.409912109375,3940.409912109375,3940.409912109375,0
2015-03-26,3950.0,3950.0,3950.0,3950.0,3950.0,0
2015-03-27,3971.699951171875,3971.699951171875,3971.699951171875,3971.699951171875,3971.699951171875,0
2015-03-30,4088.179931640625,4088.179931640625,4088.179931640625,4088.179931640625,4088.179931640625,0
2015-03-31,4051.199951171875,4051.199951171875,4051.199951171875,4051.199951171875,4051.199951171875,0
2015-04-01,4123.89990234375,4123.89990234375,4123.89990234375,4123.89990234375,4123.89990234375,0
2015-04-02,4124.77978515625,4124.77978515625,4124.77978515625,4124.77978515625,4124.77978515625,0
2015-04-03,4170.5400390625,4170.5400390625,4170.5400390625,4170.5400390625,4170.5400390625,0
2015-04-07,4260.0400390625,4260.0400390625,4260.0400390625,4260.0400390625,4260.0400390625,0
2015-04-08,4295.7998046875,4295.7998046875,4295.7998046875,4295.7998046875,4295.7998046875,0
2015-04-09,4262.14013671875,4262.14013671875,4262.14013671875,4262.14013671875,4262.14013671875,0
2015-04-10,4344.419921875,4344.419921875,4344.419921875,4344.419921875,4344.419921875,0
2015-04-13,4421.06982421875,4421.06982421875,4421.06982421875,4421.06982421875,4421.06982421875,0
2015-04-14,4438.18017578125,4438.18017578125,4438.18017578125,4438.18017578125,4438.18017578125,0
2015-04-15,4380.509765625,4380.509765625,4380.509765625,4380.509765625,4380.509765625,0
2015-04-16,4513.5498046875,4513.5498046875,4513.5498046875,4513.5498046875,4513.5498046875,0
2015-04-17,4596.14013671875,4596.14013671875,4596.14013671875,4596.14013671875,4596.14013671875,0
