trade_date,open,high,low,close
20190712,981.3,991.5,980.01,986.09
20190711,989.96,998.38,976.0,981.5
20190710,980.93,990.58,977.0,982.52
20190709,979.3,989.0,968.35,976.06
20190708,995.05,997.9,975.0,984.86
20190705,986.0,1006.0,976.3,999.82
20190704,985.8,990.8,971.22,981.2
20190703,1020.0,1023.0,981.5,987.9
20190702,1025.0,1029.5,1016.0,1025.0
20190701,1004.52,1035.6,1000.22,1031.86
20190628,985.99,988.88,971.33,984.0
20190627,985.0,1001.0,981.12,996.35
20190626,985.0,985.0,971.22,979.86
20190625,992.0,999.0,967.0,982.98
20190624,978.3,999.69,975.0,987.1
20190621,969.97,984.49,964.5,976.3
20190620,932.5,975.5,932.2,975.0
20190619,940.0,946.7,932.01,932.01
20190618,917.0,920.0,902.6,917.0
20190617,907.0,926.94,906.02,911.6
20190614,911.0,932.3,910.02,913.0
20190613,910.0,912.3,897.0,910.0
20190612,906.22,910.99,894.0,906.7
20190611,876.0,915.61,875.0,910.89
20190610,857.98,878.95,840.0,871.08
20190606,875.62,875.77,858.0,862.13
20190605,884.0,886.26,870.0,871.6
20190604,895.0,895.43,871.0,875.3
20190603,892.0,901.35,886.28,892.0
20190531,900.53,906.99,890.0,890.0
20190530,910.0,919.99,891.22,905.3
20190529,888.01,924.95,888.01,911.91
20190528,877.99,907.49,875.02,888.0
20190527,879.1,882.99,860.05,879.0
20190524,865.0,885.0,864.44,878.5
20190523,881.0,883.98,856.22,861.0
20190522,894.98,904.0,880.0,888.0
20190521,885.0,910.0,872.02,895.0
20190520,900.0,900.0,871.0,884.96
20190517,927.02,932.3,900.1,906.79
20190516,919.0,932.0,905.0,929.91
20190515,890.24,933.0,890.24,927.0
20190514,885.0,906.0,873.0,886.57
20190513,898.86,910.98,884.0,892.0
20190510,875.66,910.78,868.19,907.12
20190509,875.0,879.87,842.5,858.81
20190508,860.0,901.8,860.0,884.4
20190507,893.28,913.94,870.22,890.0
20190506,925.5,935.0,893.0,906.0
20190430,968.0,984.96,963.11,974.0
20190429,945.0,989.0,935.0,971.97
20190426,946.3,959.88,945.0,945.0
20190425,968.79,973.99,951.22,952.37
20190424,979.88,990.0,951.22,970.0
20190423,951.0,981.22,949.2,974.95
20190422,959.5,978.89,940.61,949.2
20190419,943.96,960.95,931.31,952.56
20190418,945.41,954.68,936.22,945.5
20190417,938.0,955.51,925.0,952.0
20190416,904.9,939.9,901.22,939.9
20190415,931.0,939.0,907.0,907.0
20190412,909.0,919.99,900.01,914.0
20190411,948.0,950.0,905.55,925.2
20190410,903.0,951.9,900.0,947.99
20190409,903.0,908.2,892.51,905.0
20190408,900.0,908.0,890.12,900.2
20190404,840.0,865.8,836.2,865.0
20190403,840.12,851.74,834.21,844.5
20190402,859.99,859.99,836.06,850.0
20190401,860.0,868.95,851.0,859.0
20190329,835.0,866.68,830.17,853.99
20190328,793.43,814.48,785.68,806.8
20190327,781.0,793.88,775.0,788.5
20190326,780.0,785.94,764.1,773.0
20190325,786.0,788.0,773.3,775.6
20190322,788.22,799.98,785.0,794.0
20190321,788.0,792.8,781.5,785.75
20190320,790.0,802.3,785.0,792.8
20190319,803.0,807.92,792.3,792.61
20190318,778.8,814.53,777.0,810.09
20190315,776.0,787.5,764.85,777.3
20190314,757.0,785.0,754.0,778.0
20190313,745.5,760.75,745.5,754.0
20190312,763.82,763.83,739.0,745.01
20190311,740.04,766.95,740.04,758.54
20190308,737.9,746.83,733.65,737.5
20190307,762.22,762.22,745.56,748.6
20190306,775.0,779.5,765.88,768.0
20190305,785.0,789.55,775.88,779.78
20190304,795.0,798.33,777.22,781.86
20190301,761.5,790.0,761.0,789.3
20190228,737.9,763.42,736.95,755.01
20190227,733.0,758.02,731.0,740.7
20190226,747.8,749.18,726.0,727.35
20190225,730.75,744.44,717.99,742.33
20190222,717.0,728.49,714.1,726.01
20190221,720.0,730.48,717.0,720.25
20190220,735.0,735.0,716.06,722.0
20190219,740.96,742.5,726.66,730.76
20190218,731.0,744.95,731.0,740.0
20190215,734.88,734.88,723.02,724.78
20190214,731.2,743.66,730.14,737.16
20190213,723.0,736.16,717.22,735.25
20190212,723.0,725.49,715.2,717.92
20190211,695.0,729.5,688.18,725.3
20190201,697.04,699.0,689.61,692.67
20190131,680.0,689.6,677.56,689.6
20190130,684.99,686.22,676.0,676.0
20190129,677.5,688.0,668.0,685.0
20190128,684.0,693.98,676.03,677.0
20190125,675.88,684.9,669.93,679.7
20190124,670.3,677.83,664.68,672.5
20190123,667.22,674.5,663.13,665.66
20190122,686.0,686.0,665.22,671.0
20190121,690.0,698.88,681.88,686.98
20190118,665.0,690.2,661.5,683.61
20190117,663.0,669.7,655.8,659.25
20190116,658.0,665.65,653.6,661.1
20190115,627.86,661.5,625.0,659.98
20190114,633.0,635.89,621.55,624.6
20190111,625.0,637.0,618.75,635.88
20190110,617.13,624.88,610.25,618.77
20190109,609.99,626.16,609.04,616.12
20190108,605.5,612.0,600.28,604.79
20190107,608.0,612.0,602.22,605.49
20190104,587.28,607.67,582.02,602.0
20190103,599.97,601.66,585.8,590.0
20190102,609.98,612.0,595.01,598.98
20181228,563.3,596.4,560.0,590.01
20181227,570.0,571.85,562.22,563.0
20181226,563.81,568.4,558.0,560.08
20181225,562.22,567.5,553.61,565.79
20181224,563.5,570.91,558.0,568.0
20181221,571.0,573.45,562.21,567.41
20181220,576.22,581.5,568.89,574.5
20181219,589.0,590.99,576.03,577.8
20181218,585.88,591.54,585.0,590.94
20181217,592.57,595.97,585.01,590.52
20181214,598.01,599.8,592.0,592.96
20181213,590.0,606.88,589.6,601.75
20181212,588.79,589.2,582.8,589.0
20181211,577.0,586.55,577.0,582.99
20181210,576.0,587.5,574.18,577.23
20181207,595.6,598.86,584.7,587.0
20181206,600.0,605.98,590.36,591.8
20181205,597.5,616.5,595.0,610.1
20181204,602.99,604.26,595.0,602.23
20181203,589.0,605.0,584.77,601.2
20181130,557.0,568.89,553.0,565.0
20181129,566.03,569.8,549.01,551.6
20181128,550.85,559.19,545.5,557.0
20181127,552.0,554.99,546.5,548.1
20181126,558.0,560.2,552.0,552.11
20181123,564.0,567.3,556.9,556.9
20181122,565.15,567.33,558.0,564.5
20181121,554.0,568.9,553.68,564.7
20181120,565.0,568.0,560.0,561.6
20181119,560.3,572.0,559.11,569.02
20181116,561.0,566.0,558.03,560.0
20181115,558.8,564.8,555.5,559.7
20181114,569.96,569.96,552.55,555.1
20181113,546.12,570.0,543.0,570.0
20181112,553.0,554.2,536.8,552.0
20181109,567.22,569.0,562.0,562.0
20181108,574.0,577.0,568.0,570.34
20181107,569.0,574.95,562.01,566.4
20181106,574.0,574.16,558.01,566.0
20181105,593.0,593.0,571.77,575.8
20181102,585.0,600.0,572.24,599.9
20181101,555.0,585.5,551.25,563.0
20181031,527.0,555.0,522.0,548.9
20181030,510.0,543.0,509.02,524.0
20181029,549.09,549.09,549.09,549.09
20181026,619.0,625.0,607.98,610.1
20181025,620.0,622.5,608.58,619.0
20181024,628.11,650.0,620.0,636.99
20181023,689.0,689.0,635.0,641.74
20181022,675.0,702.02,675.0,693.0
20181019,638.0,675.0,635.08,670.0
20181018,660.0,660.0,644.97,645.94
20181017,675.0,677.3,649.9,665.72
20181016,665.98,679.53,662.01,667.14
20181015,669.49,671.95,660.03,666.9
20181012,651.0,672.68,650.58,668.0
20181011,635.01,668.94,635.01,644.99
20181010,697.26,698.0,669.69,670.92
20181009,686.9,698.71,685.9,695.0
20181008,715.41,719.0,686.15,686.15
20180928,726.7,733.2,718.88,730.0
20180927,727.5,728.0,715.4,724.0
20180926,702.1,732.68,701.99,724.93
20180925,695.0,705.77,693.26,697.02
20180921,682.0,700.01,680.01,700.01
20180920,685.2,686.9,677.36,678.55
20180919,666.58,686.0,666.0,681.42
20180918,643.0,668.0,642.22,666.7
20180917,645.0,652.96,641.06,645.81
20180914,633.98,649.78,628.53,642.9
20180913,638.0,642.0,620.0,631.98
20180912,643.0,644.87,628.01,630.0
20180911,645.57,650.97,640.63,646.0
20180910,652.2,653.81,640.7,644.8
20180907,645.5,658.03,645.14,650.97
20180906,652.0,659.26,640.0,644.0
20180905,675.0,676.99,657.0,657.79
20180904,666.8,676.0,661.6,675.04
20180903,652.0,667.67,650.8,666.21
20180831,676.25,677.0,656.5,659.19
20180830,688.21,692.6,679.01,680.4
20180829,682.0,688.88,679.1,685.85
20180828,693.0,693.78,678.55,681.0
20180827,662.0,687.3,662.0,687.3
20180824,669.0,669.0,656.46,660.3
20180823,671.7,678.5,665.18,670.21
20180822,671.0,673.2,663.0,667.7
20180821,647.0,672.3,647.0,671.49
20180820,632.45,645.55,616.86,644.79
20180817,657.5,657.5,630.01,634.86
20180816,652.0,668.5,640.0,648.44
20180815,679.8,680.0,661.0,662.8
20180814,679.22,684.5,673.51,680.13
20180813,683.0,683.0,666.68,679.22
20180810,691.88,694.77,684.2,687.18
20180809,671.0,694.5,670.12,691.88
20180808,687.02,689.0,671.87,676.22
20180807,672.3,687.83,662.02,686.28
20180806,677.0,684.0,662.25,669.68
20180803,695.0,695.0,676.2,678.99
20180802,715.97,715.97,687.88,695.84
20180801,731.4,732.3,714.11,714.94
20180731,720.3,727.88,719.21,726.44
20180730,738.9,740.66,715.0,719.21
20180727,736.0,744.3,730.0,738.56
20180726,748.9,748.9,734.23,735.62
20180725,746.95,749.88,740.01,743.81
20180724,732.68,747.3,723.0,745.4
20180723,736.0,741.15,720.01,732.07
20180720,741.5,743.13,728.0,741.13
20180719,739.0,743.95,735.02,740.95
20180718,742.43,749.69,735.0,737.44
20180717,757.0,757.0,736.02,742.43
20180716,752.3,764.11,751.03,754.68
20180713,742.3,748.1,735.12,746.99
20180712,718.0,741.17,718.0,737.54
20180711,710.0,724.0,702.22,719.58
20180710,729.0,731.5,713.33,725.76
20180709,720.03,729.86,719.73,727.24
20180706,707.0,720.93,699.26,714.12
20180705,700.0,716.2,700.0,702.39
20180704,692.0,700.0,688.0,690.91
20180703,709.76,715.78,678.23,694.92
20180702,734.52,739.33,703.0,711.55
20180629,712.3,732.3,705.0,731.46
20180628,714.0,719.0,697.0,710.93
20180627,752.0,757.0,721.0,722.44
20180626,765.31,769.88,747.0,754.8
20180625,766.0,778.97,764.9,765.56
20180622,754.0,767.0,750.0,766.53
20180621,765.22,778.89,758.77,759.32
20180620,741.0,765.0,741.0,763.59
20180619,769.0,769.0,737.0,738.0
20180615,773.2,778.58,769.1,773.33
20180614,790.0,793.8,775.18,786.13
20180613,800.0,802.62,788.88,790.33
20180612,778.0,803.5,776.5,799.19
20180611,776.05,786.0,768.33,775.73
20180608,780.0,785.9,770.0,777.95
20180607,789.98,795.55,778.9,780.97
20180606,788.0,800.95,782.3,785.75
20180605,786.5,794.7,777.23,788.05
20180604,752.35,782.9,745.88,781.97
20180601,751.13,754.98,738.76,745.11
20180531,730.25,751.62,730.24,751.13
20180530,727.22,737.3,720.05,725.87
20180529,738.8,750.0,731.28,731.43
20180528,718.0,740.66,715.12,740.4
20180525,712.0,727.0,712.0,716.86
20180524,720.0,728.66,713.0,715.4
20180523,740.0,740.0,723.58,723.78
20180522,735.22,739.84,730.02,739.57
20180521,744.0,747.3,732.48,734.82
20180518,723.99,741.0,721.19,739.32
20180517,735.12,737.5,724.0,727.38
20180516,740.0,745.66,733.28,734.52
20180515,746.0,746.44,734.0,743.06
20180514,724.0,743.0,724.0,742.41
20180511,718.69,730.5,715.7,718.02
20180510,703.5,716.0,703.5,714.19
20180509,709.08,712.3,697.12,701.95
20180508,698.03,712.13,698.03,708.83
20180507,659.95,701.88,657.77,698.17
20180504,670.98,674.83,660.57,662.87
20180503,666.0,673.68,658.0,670.88
20180502,660.0,668.99,645.06,667.83
20180427,685.25,688.36,655.0,662.53
20180426,692.0,692.28,673.0,678.23
20180425,689.0,692.0,683.02,690.97
20180424,676.0,693.5,675.0,689.88
20180423,666.01,680.33,666.01,674.01
20180420,681.0,694.0,668.23,670.26
20180419,659.85,680.0,656.66,679.96
20180418,671.0,671.0,645.0,655.64
20180417,685.0,685.38,665.6,666.2
20180416,680.58,686.85,677.0,681.38
20180413,698.5,701.0,685.08,686.86
20180412,704.0,706.88,692.22,694.2
20180411,710.0,714.78,703.02,705.36
20180410,704.8,708.5,698.46,708.02
20180409,697.1,705.43,690.15,698.3
20180404,682.0,700.43,680.38,694.01
20180403,678.0,687.0,675.39,677.91
20180402,680.0,691.0,674.11,680.06
20180330,686.0,693.5,679.88,683.62
20180329,682.2,697.85,658.41,689.1
20180328,699.97,703.0,669.0,682.05
20180327,723.0,725.88,704.0,714.74
20180326,708.0,715.06,701.88,713.49
20180323,701.0,723.49,700.08,711.06
20180322,744.0,748.0,724.01,726.08
20180321,750.11,753.11,740.0,742.0
20180320,750.0,752.0,740.0,747.73
20180319,743.97,753.99,739.0,753.48
20180316,747.6,753.98,738.88,739.85
20180315,728.02,747.0,728.02,746.47
20180314,709.67,728.08,707.22,726.88
20180313,723.0,726.6,710.0,710.35
20180312,729.55,733.92,722.77,723.95
20180309,727.55,732.57,723.5,728.2
20180308,714.0,724.0,708.0,722.76
20180307,715.0,724.0,708.99,710.04
20180306,725.0,727.6,697.13,718.26
20180305,738.18,742.0,717.03,720.11
20180302,738.0,743.56,730.0,736.41
20180301,728.0,746.85,723.77,741.97
20180228,732.0,742.3,719.0,725.62
20180227,749.0,756.0,737.22,737.98
20180226,746.88,752.05,733.02,743.51
20180223,747.0,756.56,737.0,742.48
20180222,727.3,744.0,723.24,742.45
20180214,720.0,720.0,712.22,718.45
20180213,705.02,714.82,704.5,711.98
20180212,691.0,705.5,685.2,697.48
20180209,680.0,689.89,658.0,683.43
20180208,682.2,718.0,682.2,700.99
20180207,720.0,723.88,682.01,683.43
20180206,703.0,722.6,703.0,708.86
20180205,727.22,729.96,705.6,718.23
20180202,752.22,753.23,725.0,740.4
20180201,767.0,767.3,752.92,757.73
20180131,739.0,771.71,739.0,764.54
20180130,736.0,748.77,730.02,742.08
20180129,778.76,779.67,735.0,736.32
20180126,767.24,777.4,764.0,777.22
20180125,761.0,776.0,751.0,769.16
20180124,776.44,776.46,758.6,764.46
20180123,777.81,780.0,768.6,773.78
20180122,751.81,774.0,751.81,773.64
20180119,752.9,758.9,739.02,750.18
20180118,747.93,765.0,744.09,750.74
20180117,770.0,774.0,738.51,747.93
20180116,780.48,788.61,768.0,772.94
20180115,793.46,799.06,779.02,785.37
20180112,773.77,788.8,767.02,788.42
20180111,787.0,788.0,772.0,774.81
20180110,785.0,788.88,773.48,785.71
20180109,752.21,783.0,752.21,782.52
20180108,735.02,756.5,735.02,752.13
20180105,741.0,746.03,728.22,738.36
20180104,721.4,743.5,719.33,737.07
20180103,701.5,721.4,699.74,715.86
20180102,700.0,710.16,689.89,703.85
